Locustag	Gene	FeatureType	Description
ECB_03809	fpr	CDS	ferredoxin-NADP reductase
ECB_03810	glpX	CDS	fructose 1,6-bisphosphatase II
ECB_03811	glpK	CDS	glycerol kinase
ECB_03812	glpF	CDS	glycerol facilitator
ECB_03813	yiiU	CDS	hypothetical protein
ECB_03814	menG	CDS	ribonuclease activity regulator protein RraA
ECB_03815	menA	CDS	1,4-dihydroxy-2-naphthoate octaprenyltransferase
ECB_03816	hslU	CDS	ATP-dependent protease ATP-binding subunit
ECB_03817	hslV	CDS	ATP-dependent protease peptidase subunit
ECB_03818	ftsN	CDS	essential cell division protein
ECB_03819	cytR	CDS	DNA-binding transcriptional dual regulator
ECB_03820	priA	CDS	primosome assembly protein PriA
ECB_03821	rpmE	CDS	50S ribosomal subunit protein L31
ECB_03822		CDS	putative outer membrane lipoprotein
ECB_03823	yiiX	CDS	predicted peptidoglycan peptidase
ECB_03824	metJ	CDS	transcriptional repressor protein MetJ
ECB_03825	metB	CDS	cystathionine gamma-synthase
ECB_03826	metL	CDS	bifunctional aspartate kinase II/homoserine dehydrogenase II
ECB_03827	metF	CDS	5,10-methylenetetrahydrofolate reductase
ECB_03828	katG	CDS	catalase/hydroperoxidase HPI(I)
ECB_03829	yijE	CDS	predicted permease
ECB_03830	yijF	CDS	hypothetical protein
ECB_03831	gldA	CDS	glycerol dehydrogenase
ECB_03832	talC	CDS	fructose-6-phosphate aldolase 2
ECB_03833	ptsA	CDS	fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component
ECB_03834	frwC	CDS	predicted enzyme IIC component of PTS
ECB_03835	frwB	CDS	predicted enzyme IIB component of PTS
ECB_03836	pflD	CDS	predicted formate acetyltransferase 2 (pyruvate formate lyase II)
ECB_03837	pflC	CDS	pyruvate formate lyase II activase
ECB_03838	frwD	CDS	predicted enzyme IIB component of PTS
ECB_03839	yijO	CDS	predicted DNA-binding transcriptional regulator
ECB_03840	yijP	CDS	conserved inner membrane protein
ECB_03841	ppc	CDS	phosphoenolpyruvate carboxylase
ECB_03842	argE	CDS	acetylornithine deacetylase
ECB_03843	argC	CDS	N-acetyl-gamma-glutamyl-phosphate reductase
ECB_03844	argB	CDS	acetylglutamate kinase
ECB_03845	argH	CDS	argininosuccinate lyase
ECB_03846	oxyR	CDS	DNA-binding transcriptional dual regulator
ECB_03847	udhA	CDS	soluble pyridine nucleotide transhydrogenase
ECB_03848	yijC	CDS	DNA-binding transcriptional repressor
ECB_03849	yijD	CDS	conserved inner membrane protein
ECB_03850	trmA	CDS	tRNA (uracil-5-)-methyltransferase
ECB_03851	btuB	CDS	vitamin B12/cobalamin outer membrane transporter
ECB_03852	murI	CDS	glutamate racemase
ECB_03853	murB	CDS	UDP-N-acetylenolpyruvoylglucosamine reductase
ECB_03854	birA	CDS	biotin-protein ligase
ECB_03855	coaA	CDS	pantothenate kinase
ECB_03856	tufB	CDS	protein chain elongation factor EF-Tu (duplicate of tufA)
ECB_03857	secE	CDS	translocase
ECB_03858	nusG	CDS	transcription antitermination protein NusG
ECB_03859	rplK	CDS	50S ribosomal protein L11
ECB_03860	rplA	CDS	50S ribosomal protein L1
ECB_03861	rplJ	CDS	50S ribosomal protein L10
ECB_03862	rplL	CDS	50S ribosomal protein L7/L12
ECB_03863	rpoB	CDS	DNA-directed RNA polymerase subunit beta
ECB_03864	rpoC	CDS	DNA-directed RNA polymerase subunit beta'
ECB_03865	htrC	CDS	heat shock protein
ECB_03866	thiH	CDS	thiamine biosynthesis protein ThiH
ECB_03867	thiG	CDS	thiazole synthase
ECB_03868	thiS	CDS	sulfur carrier protein ThiS
ECB_03869	thiF	CDS	thiamine biosynthesis protein ThiF
ECB_03870	thiE	CDS	thiamine-phosphate pyrophosphorylase
ECB_03871	thiC	CDS	thiamine biosynthesis protein ThiC
ECB_03872	rsd	CDS	stationary phase protein, binds sigma 70 RNA polymerase subunit
ECB_03873	nudC	CDS	NADH pyrophosphatase
ECB_03874	hemE	CDS	uroporphyrinogen decarboxylase
ECB_03875	nfi	CDS	endonuclease V
ECB_03876	yjaG	CDS	hypothetical protein
ECB_03877	hupA	CDS	HU, DNA-binding transcriptional regulator, alpha subunit
ECB_03878	yjaH	CDS	hypothetical protein
ECB_03879	zraP	CDS	Zn-binding periplasmic protein
ECB_03880	zraS	CDS	sensory histidine kinase in two-component regulatory system with ZraR
ECB_03881	zraR	CDS	fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein
ECB_03882	purD	CDS	phosphoribosylamine-glycine ligase
ECB_03883	purH	CDS	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
ECB_03884	yjaB	CDS	predicted acetyltransferase
ECB_03885	metA	CDS	homoserine O-succinyltransferase
ECB_03886	aceB	CDS	malate synthase
ECB_03887	aceA	CDS	isocitrate lyase
ECB_03888	aceK	CDS	bifunctional isocitrate dehydrogenase kinase/phosphatase protein
ECB_03890	iclR	CDS	DNA-binding transcriptional repressor
ECB_03891	metH	CDS	B12-dependent methionine synthase
ECB_03892	yjbB	CDS	predicted transporter
ECB_03893	pepE	CDS	peptidase E
ECB_03894	yjbC	CDS	23S rRNA pseudouridine synthase
ECB_03895	yjbD	CDS	hypothetical protein
ECB_03896	lysC	CDS	aspartate kinase III
ECB_03897	pgi	CDS	glucose-6-phosphate isomerase
ECB_03898	yjbE	CDS	hypothetical protein
ECB_03899	yjbF	CDS	predicted lipoprotein
ECB_03900	yjbG	CDS	hypothetical protein
ECB_03901	yjbH	CDS	predicted porin
ECB_03902	yjbA	CDS	phosphate-starvation-inducible protein PsiE
ECB_03903	xylE	CDS	D-xylose transporter
ECB_03904	malG	CDS	maltose transporter subunit
ECB_03905	malF	CDS	maltose transporter subunit
ECB_03906	malE	CDS	maltose ABC transporter periplasmic protein
ECB_03907	malK	CDS	fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein
ECB_03908	lamB	CDS	maltoporin precursor
ECB_03909	malM	CDS	maltose regulon periplasmic protein
ECB_03910	yjbI	CDS	hypothetical protein
ECB_03911	ubiC	CDS	chorismate pyruvate lyase
ECB_03912	ubiA	CDS	4-hydroxybenzoate octaprenyltransferase
ECB_03913	plsB	CDS	glycerol-3-phosphate acyltransferase
ECB_03914	dgkA	CDS	diacylglycerol kinase
ECB_03915	lexA	CDS	LexA repressor
ECB_03916	dinF	CDS	DNA-damage-inducible SOS response protein
ECB_03917	yjbJ	CDS	predicted stress response protein
ECB_03918	zur	CDS	DNA-binding transcriptional repressor, Zn(II)-binding
ECB_03919	yjbL	CDS	hypothetical protein
ECB_03920	yjbM	CDS	hypothetical protein
ECB_03921	yjbN	CDS	tRNA-dihydrouridine synthase A
ECB_03922	yjbO	CDS	phage shock protein G
ECB_03923	qor	CDS	quinone oxidoreductase, NADPH-dependent
ECB_03924	dnaB	CDS	replicative DNA helicase
ECB_03925	alr	CDS	alanine racemase
ECB_03926	tyrB	CDS	tyrosine aminotransferase, tyrosine-repressible, PLP-dependent
ECB_03927	aphA	CDS	acid phosphatase/phosphotransferase, class B, non-specific
ECB_03928	yjbQ	CDS	hypothetical protein
ECB_03929	yjbR	CDS	hypothetical protein
ECB_03930	uvrA	CDS	excinuclease ABC subunit A
ECB_03931	ssb	CDS	single-strand DNA-binding protein
ECB_03932	yjcB	CDS	predicted inner membrane protein
ECB_03934	soxS	CDS	DNA-binding transcriptional dual regulator
ECB_03935	soxR	CDS	DNA-binding transcriptional dual regulator, Fe-S center for redox-sensing
ECB_03936	yjcD	CDS	predicted permease
ECB_03937	yjcE	CDS	predicted cation/proton antiporter
ECB_03938	yjcF	CDS	hypothetical protein
ECB_03939	actP	CDS	acetate permease
ECB_03940	yjcH	CDS	conserved inner membrane protein involved in acetate transport
ECB_03941	acs	CDS	acetyl-coenzyme A synthetase
ECB_03942	nrfA	CDS	nitrite reductase, formate-dependent, cytochrome
ECB_03943	nrfB	CDS	nitrite reductase, formate-dependent, penta-heme cytochrome c
ECB_03944	nrfC	CDS	formate-dependent nitrite reductase, 4Fe4S subunit
ECB_03945	nrfD	CDS	formate-dependent nitrite reductase, membrane subunit
ECB_03946	nrfE	CDS	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE
ECB_03947	nrfF	CDS	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF
ECB_03948	nrfG	CDS	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG
ECB_03949	gltP	CDS	glutamate/aspartate:proton symporter
ECB_03950	yjcO	CDS	hypothetical protein
ECB_03951	fdhF	CDS	formate dehydrogenase-H, selenopolypeptide subunit
ECB_03952	yjcP	CDS	predicted outer membrane factor of efflux pump
ECB_03953	yjcQ	CDS	predicted multidrug efflux system component
ECB_03954	yjcR	CDS	predicted membrane fusion protein of efflux pump
ECB_03955	yjcS	CDS	predicted alkyl sulfatase
ECB_03956	alsK	CDS	D-allose kinase
ECB_03957	alsE	CDS	allulose-6-phosphate 3-epimerase
ECB_03958	alsC	CDS	D-allose transporter subunit
ECB_03959	alsA	CDS	fused D-allose transporter subunits of ABC superfamily: ATP-binding components
ECB_03960	alsB	CDS	D-allose transporter subunit
ECB_03961	rpiR	CDS	DNA-binding transcriptional repressor
ECB_03962	rpiB	CDS	ribose-5-phosphate isomerase B
ECB_03963	yjdP	CDS	hypothetical protein
ECB_03964	phnP	CDS	carbon-phosphorus lyase complex accessory protein
ECB_03965	phnO	CDS	predicted acyltransferase with acyl-CoA N-acyltransferase domain
ECB_03966	phnN	CDS	ribose 1,5-bisphosphokinase
ECB_03967	phnM	CDS	carbon-phosphorus lyase complex subunit
ECB_03968	phnL	CDS	carbon-phosphorus lyase complex subunit
ECB_03969	phnK	CDS	carbon-phosphorus lyase complex subunit
ECB_03970	phnJ	CDS	carbon-phosphorus lyase complex subunit
ECB_03971	phnI	CDS	carbon-phosphorus lyase complex subunit
ECB_03972	phnH	CDS	carbon-phosphorus lyase complex subunit
ECB_03973	phnG	CDS	carbon-phosphorus lyase complex subunit
ECB_03974	phnF	CDS	predicted DNA-binding transcriptional regulator of phosphonate uptake and biodegradation
ECB_03975	phnE	CDS	phosphonate/organophosphate ester transporter
ECB_03976	phnD	CDS	phosphonate/organophosphate ester transporter subunit
ECB_03977	phnC	CDS	phosphonate/organophosphate ester transporter subunit
ECB_03978	phnB	CDS	hypothetical protein
ECB_03979	phnA	CDS	hypothetical protein
ECB_03980	yjdA	CDS	conserved hypothetical protein with nucleoside triphosphate hydrolase domain
ECB_03981	yjcZ	CDS	hypothetical protein
ECB_03982	proP	CDS	proline/glycine betaine transporter
ECB_03983	basS	CDS	sensory histidine kinase in two-component regulatory system with BasR
ECB_03984	basR	CDS	DNA-binding response regulator in two-component regulatory system with BasS
ECB_03985	yjdB	CDS	predicted metal dependent hydrolase
ECB_03986	yjdE	CDS	arginine:agmatin
ECB_03987	adiY	CDS	DNA-binding transcriptional activator
ECB_03988	adiA	CDS	biodegradative arginine decarboxylase
ECB_03989	melR	CDS	DNA-binding transcriptional dual regulator
ECB_03990	melA	CDS	alpha-galactosidase, NAD(P)-binding
ECB_03991	melB	CDS	melibiose:sodium symporter
ECB_03992	yjdF	CDS	conserved inner membrane protein
ECB_03993	fumB	CDS	anaerobic class I fumarate hydratase (fumarase B)
ECB_03994	dcuB	CDS	C4-dicarboxylate antiporter
ECB_03995	dcuR	CDS	DNA-binding response regulator in two-component regulatory system with DcuS
ECB_03997	yjdI	CDS	hypothetical protein
ECB_03998	yjdJ	CDS	predicted acyltransferase with acyl-CoA N-acyltransferase domain
ECB_03999	yjdK	CDS	hypothetical protein
ECB_04000	lysU	CDS	lysine tRNA synthetase, inducible
ECB_04001	yjdL	CDS	predicted transporter
ECB_04002	cadA	CDS	lysine decarboxylase 1
ECB_04003	cadB	CDS	predicted lysine/cadaverine transporter
ECB_04004	cadC	CDS	DNA-binding transcriptional activator
ECB_04005	yjdC	CDS	predicted transcriptional regulator
ECB_04006	dsbD	CDS	thiol:disulfide interchange protein precursor
ECB_04007	cutA	CDS	copper binding protein, copper sensitivity
ECB_04008	dcuA	CDS	C4-dicarboxylate antiporter
ECB_04009	aspA	CDS	aspartate ammonia-lyase
ECB_04010	fxsA	CDS	inner membrane protein
ECB_04011	yjeH	CDS	predicted transporter
ECB_04012	groES	CDS	co-chaperonin GroES
ECB_04013	groEL	CDS	chaperonin GroEL
ECB_04014	yjeI	CDS	hypothetical protein
ECB_04015	yjeJ	CDS	hypothetical protein
ECB_04016	yjeK	CDS	predicted lysine aminomutase
ECB_04017	efp	CDS	elongation factor P
ECB_04018	ecnA	CDS	entericidin A membrane lipoprotein, antidote entericidin B
ECB_04019	ecnB	CDS	entericidin B membrane lipoprotein
ECB_04020	sugE	CDS	multidrug efflux system protein
ECB_04021	blc	CDS	outer membrane lipoprotein (lipocalin)
ECB_04022	ampC	CDS	beta-lactamase/D-alanine carboxypeptidase
ECB_04023	frdD	CDS	fumarate reductase subunit D
ECB_04024	frdC	CDS	fumarate reductase subunit C
ECB_04025	frdB	CDS	fumarate reductase (anaerobic), Fe-S subunit
ECB_04026	frdA	CDS	fumarate reductase
ECB_04027	yjeA	CDS	lysyl-tRNA synthetase
ECB_04028	yjeM	CDS	predicted transporter
ECB_04029	yjeP	CDS	predicted mechanosensitive channel
ECB_04030	psd	CDS	phosphatidylserine decarboxylase
ECB_04031	yjeQ	CDS	ribosome-associated GTPase
ECB_04032	orn	CDS	oligoribonuclease
ECB_04033	yjeS	CDS	predicted Fe-S electron transport protein
ECB_04034	yjeF	CDS	predicted carbohydrate kinase
ECB_04035	yjeE	CDS	ATPase with strong ADP affinity
ECB_04036	amiB	CDS	N-acetylmuramoyl-l-alanine amidase II
ECB_04037	mutL	CDS	DNA mismatch repair protein
ECB_04038	miaA	CDS	tRNA delta(2)-isopentenylpyrophosphate transferase
ECB_04039	hfq	CDS	RNA-binding protein Hfq
ECB_04040	hflX	CDS	predicted GTPase
ECB_04041	hflK	CDS	modulator for HflB protease specific for phage lambda cII repressor
ECB_04042	hflC	CDS	modulator for HflB protease specific for phage lambda cII repressor
ECB_04043	yjeT	CDS	conserved inner membrane protein
ECB_04044	purA	CDS	adenylosuccinate synthetase
ECB_04045	yjeB	CDS	predicted DNA-binding transcriptional regulator
ECB_04046	rnr	CDS	exoribonuclease R, RNase R
ECB_04047	yjfH	CDS	23S rRNA (Gm2251)-methyltransferase
ECB_04048	yjfI	CDS	hypothetical protein
ECB_04049	yjfJ	CDS	predicted transcriptional regulator effector protein
ECB_04050	yjfK	CDS	hypothetical protein
ECB_04051	yjfL	CDS	conserved inner membrane protein
ECB_04052	yjfM	CDS	hypothetical protein
ECB_04053	yjfC	CDS	predicted synthetase/amidase
ECB_04054	aidB	CDS	isovaleryl CoA dehydrogenase
ECB_04055	yjfN	CDS	hypothetical protein
ECB_04056	yjfO	CDS	hypothetical protein
ECB_04057	yjfP	CDS	predicted hydrolase
ECB_04058	yjfQ	CDS	DNA-binding transcriptional dual regulator
ECB_04059	yjfR	CDS	predicted L-ascorbate 6-phosphate lactonase
ECB_04060	ulaA	CDS	ascorbate-specific PTS system enzyme IIC
ECB_04061	sgaB	CDS	L-ascorbate-specific enzyme IIB component of PTS
ECB_04062	ptxA	CDS	L-ascorbate-specific enzyme IIA component of PTS
ECB_04063	sgaH	CDS	3-keto-L-gulonate 6-phosphate decarboxylase
ECB_04064	sgaU	CDS	L-xylulose 5-phosphate 3-epimerase
ECB_04065	sgaE	CDS	L-ribulose 5-phosphate 4-epimerase
ECB_04066	yjfY	CDS	hypothetical protein
ECB_04067	rpsF	CDS	30S ribosomal protein S6
ECB_04068	priB	CDS	primosomal replication protein N
ECB_04069	rpsR	CDS	30S ribosomal protein S18
ECB_04070	rplI	CDS	50S ribosomal protein L9
ECB_04071		CDS	Hexuronate transporter
ECB_04072		CDS	putative oxidoreductase
ECB_04073		CDS	putative acetyl-CoA:acetoacetyl-CoA transferase
ECB_04074		CDS	conserved hypothetical protein
ECB_04075		CDS	conserved hypothetical protein
ECB_04076		CDS	putative oxoacyl reductase
ECB_04077	ytfA	CDS	predicted transcriptional regulator
ECB_04078	ytfB	CDS	predicted cell envelope opacity-associated protein
ECB_04079	fklB	CDS	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)
ECB_04080	cycA	CDS	D-alanine/D-serine/glycine transporter
ECB_04081	ytfE	CDS	predicted regulator of cell morphogenesis and cell wall metabolism
ECB_04082	ytfF	CDS	predicted inner membrane protein
ECB_04083	ytfG	CDS	NAD(P)H:quinone oxidoreductase
ECB_04084	ytfH	CDS	predicted transcriptional regulator
ECB_04085	cpdB	CDS	bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic precursor protein
ECB_04086	cysQ	CDS	PAPS (adenosine 3'-phosphate 5'-phosphosulfate) 3'(2'),5'-bisphosphate nucleotidase
ECB_04087	ytfJ	CDS	predicted transcriptional regulator
ECB_04088	ytfK	CDS	hypothetical protein
ECB_04089	ytfL	CDS	predicted inner membrane protein
ECB_04090	msrA	CDS	methionine sulfoxide reductase A
ECB_04091	ytfM	CDS	predicted outer membrane protein and surface antigen
ECB_04092	ytfN	CDS	hypothetical protein
ECB_04093	ytfP	CDS	hypothetical protein
ECB_04094	yzfA	CDS	hypothetical protein
ECB_04095	ppa	CDS	inorganic pyrophosphatase
ECB_04096	ytfQ	CDS	predicted sugar transporter subunit: periplasmic-binding component of ABC superfamily
ECB_04097	ytfR	CDS	predicted sugar transporter subunit: ATP-binding component of ABC superfamily
ECB_04098	ytfT	CDS	predicted sugar transporter subunit: membrane component of ABC superfamily
ECB_04099	yjfF	CDS	predicted sugar transporter subunit: membrane component of ABC superfamily
ECB_04100	fbp	CDS	fructose-1,6-bisphosphatase
ECB_04101	mpl	CDS	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase
ECB_04102	yjgA	CDS	hypothetical protein
ECB_04103	pmbA	CDS	predicted peptidase required for the maturation and secretion of the antibiotic peptide MccB17
ECB_04105	nrdG	CDS	anaerobic ribonucleotide reductase activating protein
ECB_04106	nrdD	CDS	anaerobic ribonucleoside triphosphate reductase
ECB_04107	treC	CDS	trehalose-6-P hydrolase
ECB_04108	treB	CDS	fused trehalose(maltose)-specific PTS enzyme: IIB component/IIC component
ECB_04109	treR	CDS	trehalose repressor
ECB_04110	mgtA	CDS	magnesium transporter
ECB_04111	yjgF	CDS	ketoacid-binding protein
ECB_04112	pyrI	CDS	aspartate carbamoyltransferase regulatory subunit
ECB_04113	pyrB	CDS	aspartate carbamoyltransferase catalytic subunit
ECB_04114	pyrL	CDS	pyrBI operon leader peptide
ECB_04115	yjgH	CDS	predicted mRNA endoribonuclease
ECB_04116	yjgI	CDS	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain
ECB_04117	yjgJ	CDS	predicted transcriptional regulator
ECB_04118	yjgK	CDS	hypothetical protein
ECB_04119	yjgL	CDS	hypothetical protein
ECB_04120	argI	CDS	ornithine carbamoyltransferase 1
ECB_04121	yjgD	CDS	hypothetical protein
ECB_04122	yjgM	CDS	predicted acetyltransferase
ECB_04123	yjgN	CDS	conserved inner membrane protein
ECB_04124	valS	CDS	valyl-tRNA synthetase
ECB_04125	holC	CDS	DNA polymerase III subunit chi
ECB_04126	pepA	CDS	leucyl aminopeptidase
ECB_04127	yjgP	CDS	conserved inner membrane protein
ECB_04128	yjgQ	CDS	conserved inner membrane protein
ECB_04129	yjgR	CDS	predicted ATPase
ECB_04130	idnR	CDS	DNA-binding transcriptional repressor, 5-gluconate-binding
ECB_04131	idnT	CDS	L-idonate and D-gluconate transporter
ECB_04132	idnO	CDS	gluconate 5-dehydrogenase
ECB_04133	idnD	CDS	L-idonate 5-dehydrogenase, NAD-binding
ECB_04134	idnK	CDS	D-gluconate kinase, thermosensitive
ECB_04135	yjgB	CDS	predicted alcohol dehydrogenase, Zn-dependent and NAD(P)-binding
ECB_04136	intB	CDS	predicted integrase
ECB_04137	yjgW	CDS	predicted protein
ECB_04139	yjgZ	CDS	predicted protein
ECB_04140	insG	CDS	IS4 predicted transposase
ECB_04141	yjhB	CDS	predicted transporter
ECB_04142	yjhC	CDS	predicted oxidoreductase
ECB_04145	insN	CDS	IS911 protein
ECB_04146		CDS	IS911 orfA-like protein
ECB_04147		CDS	hypothetical protein
ECB_04148		CDS	secondary glycine betaine transporter BetU
ECB_04149	yis2	CDS	IS600 ORF2-like protein
ECB_04150	yis1	CDS	IS600 ORF1-like protein
ECB_04152		CDS	predicted protein
ECB_04153	fecE	CDS	iron-dicitrate transporter subunit
ECB_04154	fecD	CDS	iron-dicitrate transporter subunit
ECB_04155	fecC	CDS	iron-dicitrate transporter subunit
ECB_04156	fecB	CDS	iron-dicitrate transporter subunit
ECB_04157	fecA	CDS	ferric citrate outer membrane transporter
ECB_04158	fecR	CDS	transmembrane signal transducer for ferric citrate transport
ECB_04159	fecI	CDS	RNA polymerase, sigma 19 factor
ECB_04160	insA-25	CDS	IS1 protein InsA
ECB_04162		CDS	hypothetical protein
ECB_04163	insB-26	CDS	IS1 protein InsB
ECB_04164	insA-26	CDS	IS1 protein InsA
ECB_04165	sgcR	CDS	predicted DNA-binding transcriptional regulator
ECB_04166	sgcE	CDS	ribulose-phosphate 3-epimerase
ECB_04167	sgcA	CDS	predicted phosphotransferase enzyme IIA component
ECB_04168	sgcQ	CDS	predicted nucleoside triphosphatase
ECB_04169	sgcC	CDS	predicted phosphotransferase enzyme IIC component
ECB_04170	sgcB	CDS	predicted enzyme IIB component of PTS
ECB_04171	sgcX	CDS	predicted endoglucanase with Zn-dependent exopeptidase domain
ECB_04172	yjhP	CDS	predicted methyltransferase
ECB_04173	yjhQ	CDS	predicted acetyltransferase
ECB_04174		CDS	hypothetical protein
ECB_04176	yjhS	CDS	hypothetical protein
ECB_04177	yjhT	CDS	hypothetical protein
ECB_04178	yjhA	CDS	N-acetylnuraminic acid outer membrane channel protein
ECB_04180	insB-27	CDS	IS1 protein InsB
ECB_04181	insA-27	CDS	IS1 protein InsA
ECB_04182	fimE	CDS	tyrosine recombinase/inversion of on/off regulator of fimA
